,Open,High,Low,Adj Close,Close,Volume,Turnover (Lacs),DPO,New York 9:30,Total Market Value
2012-08-23,810.55,811.4,787.95,793.8,794.5,3808432.0,30468.14,1052.060000000002,1100.0,352609126.0
2012-08-24,791.75,794.5,778.7,785.2,782.1,3455630.0,27098.4,1048.917500000002,1120.0,349904239.0
2012-08-27,786.0,796.2,783.5,786.85,787.35,2092529.0,16503.28,1115.2075000000018,1120.0,346550178.0
2012-08-28,786.85,793.9,778.55,788.4,790.2,2005624.0,15754.49,1111.7475000000018,1120.0,344278073.0
2012-08-29,791.0,797.5,780.3,780.3,782.15,2021201.0,15913.39,1108.470000000002,1120.0,352068149.0
2012-08-30,779.75,791.85,768.6,783.0,783.4,6227911.0,48605.14,1106.480000000002,1120.0,349904239.0
2012-08-31,780.0,784.4,762.7,765.05,766.4,3378863.0,26039.33,1122.547500000002,1120.0,346117397.0
2012-09-04,763.95,781.15,762.2,780.8,779.6,2001239.0,15487.22,1122.920000000002,1100.0,348389502.0
2012-09-05,775.25,779.95,764.2,768.45,771.15,3012632.0,23225.59,1123.6650000000018,1100.0,342222359.0
2012-09-06,766.3,774.6,764.0,766.5,768.2,1212105.0,9322.78,1114.4425000000017,1100.0,345576419.0
2012-09-07,778.7,796.5,778.5,793.2,791.75,3159455.0,24974.85,1114.3950000000018,1100.0,346009201.0
2012-09-10,800.0,803.35,789.15,792.35,792.05,2006068.0,15910.42,1152.4550000000017,1100.0,338976494.0
2012-09-11,789.5,795.85,783.2,790.05,791.0,3122198.0,24708.75,1077.8625000000018,1100.0,336596193.0
2012-09-12,793.5,799.7,789.45,797.35,798.1,1776753.0,14119.28,1077.9350000000018,1100.0,333025741.0
2012-09-13,798.1,808.5,794.3,795.15,799.15,2669369.0,21414.5,1060.0350000000017,1100.0,334865065.0
2012-09-14,813.0,845.7,809.55,838.75,841.75,8300472.0,68984.03,1058.7525000000019,1200.0,338435516.0
2012-09-17,848.1,881.6,848.1,873.65,873.75,9698936.0,84328.03,1100.5275000000017,1350.0,323720929.0
2012-09-18,870.2,873.9,851.3,855.0,855.6,3953604.0,34032.67,1098.1375000000016,1400.0,320258673.0
2012-09-20,840.7,848.3,828.25,829.4,832.5,3499635.0,29365.16,1000.4875000000018,1325.0,322855365.0
2012-09-21,833.0,854.7,832.0,852.55,850.3,8214274.0,69367.91,997.0775000000018,1275.0,323829124.0
2012-09-24,850.0,857.8,832.75,836.1,836.35,3407033.0,28814.56,997.4275000000017,1175.0,322314387.0
2012-09-25,838.0,844.8,830.25,838.0,839.75,3163188.0,26555.85,994.9500000000018,1125.0,321881605.0
2012-09-26,838.0,849.7,833.85,841.9,844.75,3807711.0,32083.36,992.4200000000019,1100.0,313658747.0
2012-09-27,845.2,848.0,824.25,830.0,829.85,6953585.0,57989.49,990.0975000000019,1100.0,309980100.0
2012-09-28,837.0,847.9,834.35,834.8,837.2,3227049.0,27140.08,965.5575000000018,1100.0,327291380.0
2012-10-03,834.45,853.45,834.25,847.45,846.1,5006639.0,42352.62,988.7600000000017,1175.0,327507771.0
2012-10-04,850.55,858.9,849.1,852.0,852.9,2886232.0,24644.63,984.6725000000017,1200.0,327615966.0
2012-10-05,859.9,862.0,682.35,859.55,857.8,3592138.0,30423.48,1045.442500000002,1225.0,323720929.0
2012-10-08,854.55,854.55,816.25,817.0,819.4,4775793.0,39562.02,1044.0600000000018,1225.0,321124237.0
2012-10-09,825.5,826.7,813.1,815.85,815.3,2651961.0,21728.56,1013.4450000000016,1225.0,321124237.0
2012-10-10,811.0,822.3,807.4,817.25,816.0,2144325.0,17506.72,1012.2475000000017,1225.0,318852131.0
2012-10-11,819.0,822.0,809.3,821.9,819.95,2710338.0,22124.93,974.0500000000015,1225.0,334648674.0
2012-10-12,818.8,826.4,816.05,818.6,818.9,2429045.0,19935.8,973.0100000000016,1225.0,325776643.0
2012-10-15,819.0,829.9,819.0,823.45,823.05,2555825.0,21061.94,991.9650000000016,1225.0,319068522.0
2012-10-16,838.9,839.95,810.0,810.0,812.45,5068137.0,41696.1,993.4300000000017,1225.0,319501304.0
2012-10-17,816.05,817.4,801.55,803.1,805.15,4780912.0,38514.0,1000.7100000000014,1225.0,322638974.0
2012-10-18,807.25,816.0,797.0,810.0,811.3,6080686.0,49120.66,1002.9250000000014,1225.0,329238899.0
2012-10-19,807.7,810.5,799.35,800.7,802.8,2891282.0,23249.07,910.4100000000014,1225.0,329563485.0
2012-10-22,795.2,816.95,791.7,816.5,815.6,3237961.0,26240.52,912.1450000000015,1200.0,329455290.0
2012-10-25,810.1,818.7,807.2,809.15,810.4,4127449.0,33555.84,928.7825000000016,1125.0,321124237.0
2012-10-26,803.2,806.0,792.15,799.5,798.95,1936406.0,15457.61,976.1725000000015,1125.0,319284913.0
2012-10-29,802.35,814.4,802.35,810.9,811.2,2511242.0,20361.29,977.1050000000016,1125.0,318960327.0
2012-10-30,810.0,811.8,799.15,803.0,803.25,2134370.0,17186.21,927.6525000000015,1125.0,321016041.0
2012-10-31,803.15,807.35,798.0,805.0,805.5,2153819.0,17313.17,929.0525000000015,1125.0,327074989.0
2012-11-01,795.0,808.8,788.7,807.0,807.1,4201156.0,33681.57,950.3525000000017,1150.0,325019274.0
2012-11-02,812.0,814.9,802.5,805.7,807.95,2639614.0,21289.6,952.6000000000016,1150.0,320088720.0
2012-11-05,803.65,808.95,801.85,805.0,806.15,1158128.0,9331.97,932.9825000000016,1150.0,318273896.0
2012-11-06,804.0,807.4,796.25,806.0,805.45,3531643.0,28270.45,933.6800000000014,1150.0,320519706.0
2012-11-07,802.0,805.3,798.0,798.3,800.85,2381384.0,19106.89,966.7525000000013,1150.0,321836203.0
2012-11-08,793.0,798.3,789.75,797.25,796.6,2837737.0,22524.96,967.7225000000013,1150.0,320649808.0
2012-11-09,793.35,803.5,785.0,786.3,787.65,2421910.0,19193.17,1026.7875000000013,1150.0,320110538.0
2012-11-13,789.15,792.2,783.4,790.8,789.6,765533.0,6041.93,1078.7725000000014,1150.0,313315739.0
2012-11-15,788.85,788.85,777.05,786.4,784.6,3486440.0,27253.26,1080.1650000000013,1150.0,312776470.0
2012-11-16,787.4,792.65,771.0,777.4,775.15,3281968.0,25685.29,1088.8650000000016,1150.0,315364964.0
2012-11-19,775.25,778.25,761.35,775.0,774.3,4737114.0,36451.27,1090.7150000000015,1125.0,320326246.0
2012-11-20,780.7,780.7,762.2,763.2,765.35,2156459.0,16616.5,1114.9375000000014,1125.0,322375471.0
2012-11-21,766.5,773.9,761.1,773.5,771.2,1968764.0,15104.14,1117.1575000000012,1100.0,321512640.0
2012-11-26,774.9,779.45,771.0,773.15,773.65,1038412.0,8043.94,1168.3600000000015,1100.0,324101135.0
2012-11-27,777.0,788.0,774.0,785.5,786.8,2470660.0,19344.97,1169.5800000000015,1125.0,329601686.0
2012-11-29,786.0,804.0,782.65,794.25,798.3,4483489.0,35749.2,1184.7775000000015,1125.0,327336753.0
2012-11-30,796.05,808.0,790.0,792.8,793.7,4170481.0,33257.19,1185.3675000000017,1125.0,324748259.0
2012-12-03,795.0,807.0,789.75,807.0,804.0,2359017.0,18868.04,1177.2225000000014,1125.0,325611090.0
2012-12-04,806.15,825.7,806.0,824.8,824.7,3492574.0,28556.51,1176.3850000000014,1125.0,324424697.0
2012-12-05,828.25,837.1,820.6,832.0,832.6,3089629.0,25682.58,1193.3125000000014,1100.0,326905338.0
2012-12-06,835.95,845.85,822.0,843.9,843.9,2636685.0,21971.52,1191.3900000000015,1100.0,324208989.0
2012-12-07,841.05,849.7,830.45,830.45,834.6,3014740.0,25385.71,1169.7525000000016,1100.0,318061313.0
2012-12-10,834.6,837.95,821.25,828.0,828.3,1869316.0,15480.4,1168.1675000000016,1100.0,314933549.0
2012-12-11,832.0,838.35,814.5,817.55,820.05,3715258.0,30676.77,1189.2475000000015,1100.0,314070717.0
2012-12-12,825.0,834.8,819.35,833.0,832.6,2314044.0,19165.16,1186.9500000000014,1100.0,312992177.0
2012-12-13,832.6,841.0,830.4,835.0,834.25,2652270.0,22165.27,1189.2175000000016,1100.0,310727244.0
2012-12-14,834.5,846.8,828.5,840.35,839.25,2045918.0,17182.95,1186.4850000000015,1080.0,315257110.0
2012-12-17,834.5,844.4,831.0,832.3,834.15,1656401.0,13886.11,1206.5850000000016,1080.0,312345054.0
2012-12-18,834.5,839.45,826.0,829.2,831.4,1827793.0,15192.77,1203.7300000000016,1080.0,310619390.0
2012-12-19,835.2,843.05,834.05,840.7,839.5,1993015.0,16721.35,1214.3725000000015,1080.0,303285321.0
2012-12-20,841.95,841.95,829.5,838.2,837.85,2189272.0,18297.87,1211.0400000000016,1080.0,300481119.0
2012-12-21,833.0,834.5,822.2,824.0,825.25,2149301.0,17813.1,1215.3200000000015,1080.0,302853906.0
2012-12-24,825.6,827.35,815.6,820.4,820.7,1303847.0,10687.41,1212.9725000000014,1080.0,303824591.0
2012-12-27,830.3,832.0,815.1,818.5,817.7,3680616.0,30298.09,1202.2475000000013,1080.0,298324040.0
2012-12-28,823.5,846.0,821.55,844.0,840.25,3326023.0,27773.17,1229.9000000000015,1080.0,299402579.0
2012-12-31,840.3,849.8,836.8,837.05,839.55,2224287.0,18723.56,1227.6075000000014,1080.0,301236096.0
2013-01-02,844.0,856.0,842.55,844.0,847.95,3072592.0,26100.49,1340.4600000000014,1080.0,298000478.0
2013-01-03,848.6,862.0,844.6,860.1,860.75,3946902.0,33768.83,1355.4525000000015,1080.0,273103326.0
2013-01-04,861.9,864.6,853.55,862.65,861.85,3041614.0,26170.51,1354.5550000000014,1080.0,245603854.0
2013-01-07,865.7,871.0,851.8,852.0,856.6,3498964.0,30122.98,1443.605000000001,1080.0,223381273.0
2013-01-08,855.1,858.1,847.9,848.95,850.65,3194175.0,27219.1,1442.4875000000009,1080.0,200207909.0
2013-01-09,852.4,859.85,848.65,854.6,852.7,3902332.0,33350.78,1515.905000000001,1080.0,177380722.0
2013-01-10,857.75,858.95,847.0,848.15,850.05,2112066.0,17977.35,1515.032500000001,1080.0,178530471.0
2013-01-11,852.5,853.0,836.25,838.3,839.9,1840162.0,15478.81,1558.8500000000008,1080.0,181085469.0
2013-01-14,841.0,853.0,839.0,850.0,847.55,1614000.0,13624.73,1558.4350000000009,1080.0,184981841.0
2013-01-15,846.15,851.8,838.0,847.1,847.15,2374487.0,20052.76,1480.1350000000007,1100.0,186642589.0
2013-01-16,846.05,870.9,846.05,860.0,861.35,4469088.0,38618.03,1478.6375000000007,1100.0,186834214.0
2013-01-17,862.1,893.55,859.75,888.0,890.0,5055697.0,44460.39,1472.462500000001,1100.0,185109591.0
2013-01-18,895.0,902.95,885.65,898.0,900.2,5201345.0,46603.32,1469.3450000000012,1150.0,185876090.0
2013-01-22,920.0,930.7,915.55,921.7,920.05,4266371.0,39468.47,1439.3925000000013,1175.0,186131590.0
2013-01-23,922.1,928.8,916.2,923.25,923.05,2674869.0,24668.92,1428.802500000001,1175.0,184151466.0
2013-01-24,925.0,928.35,907.0,918.0,915.55,3071712.0,28135.82,1423.910000000001,1175.0,185045716.0
2013-01-25,916.25,917.35,905.1,911.0,912.2,3220389.0,29313.52,1524.0125000000012,1175.0,184151466.0
2013-01-28,911.35,913.15,895.0,896.75,897.55,3063239.0,27583.83,1521.112500000001,1175.0,186323215.0
2013-01-29,895.0,902.0,880.1,882.95,882.85,3529188.0,31459.32,1549.0050000000012,1175.0,186387090.0
2013-01-30,887.5,903.4,887.5,899.75,899.4,4032649.0,36223.56,1546.4325000000013,1175.0,189133712.0
2013-01-31,896.65,898.0,883.1,887.25,886.65,3825017.0,33954.35,1611.737500000001,1175.0,189197587.0
2013-02-01,891.35,899.8,883.6,895.0,894.0,1863597.0,16628.84,1610.130000000001,1175.0,188047838.0
2013-02-04,896.05,901.0,884.1,890.5,886.7,3130914.0,27957.88,1537.3250000000007,1175.0,187613665.0
2013-02-05,884.0,885.9,873.0,873.95,874.75,2219184.0,19459.66,1536.1200000000008,1175.0,186248173.0
2013-02-06,880.45,882.9,870.8,875.45,875.65,2257604.0,19806.44,1713.772500000001,1200.0,184551676.0
2013-02-07,871.6,882.0,868.35,871.2,872.9,1952688.0,17074.24,1712.6300000000008,1200.0,181504313.0
2013-02-08,869.95,874.0,857.0,860.15,863.55,2190791.0,18971.81,1729.847500000001,1200.0,180675819.0
2013-02-14,880.0,883.45,851.0,852.45,856.05,2808132.0,24378.08,1675.5550000000007,1250.0,176597070.0
2013-02-15,854.9,857.4,834.1,843.75,845.8,3289431.0,27764.79,1678.275000000001,1250.0,177680488.0
2013-02-19,849.0,855.0,834.25,854.25,848.4,2212004.0,18632.05,1786.0800000000008,1265.0,176405879.0
2013-02-20,857.95,878.85,856.6,875.5,874.8,3399774.0,29572.82,1773.692500000001,1265.0,177489296.0
2013-02-21,869.0,876.8,853.65,856.0,859.2,3706369.0,32021.51,1776.510000000001,1250.0,174748887.0
2013-02-22,858.5,872.0,858.0,862.5,862.6,2223041.0,19245.31,1814.9900000000011,1250.0,174430235.0
2013-02-25,864.0,864.95,851.0,851.15,854.35,2258056.0,19306.17,1817.150000000001,1250.0,174748887.0
2013-02-26,849.7,849.7,818.75,828.8,823.5,3080139.0,25607.92,1715.7175000000009,1250.0,177106914.0
2013-02-27,830.0,840.95,827.15,830.0,831.3,4048013.0,33759.95,1719.122500000001,1250.0,177234374.0
2013-02-28,837.2,839.55,805.75,817.0,813.85,6324405.0,51796.92,1608.9125000000013,1250.0,179337479.0
2013-03-01,816.0,818.5,805.5,808.2,810.4,3178835.0,25793.4,1613.092500000001,1175.0,180612088.0
2013-03-04,808.9,818.25,804.9,812.1,812.6,3416863.0,27749.7,1557.5475000000013,1175.0,179273749.0
2013-03-05,819.1,834.45,819.1,825.75,826.35,3008011.0,24890.28,1559.9675000000013,1175.0,180739549.0
2013-03-06,831.9,838.4,826.7,834.55,835.25,2463693.0,20533.81,1751.787500000001,1200.0,175513652.0
2013-03-07,831.25,841.5,824.05,841.5,836.5,2406954.0,19982.67,1753.607500000001,1200.0,176214687.0
2013-03-08,843.0,854.7,840.0,852.1,851.3,2315993.0,19636.67,1769.4200000000014,1200.0,179337479.0
2013-03-14,844.0,863.45,835.25,861.3,860.05,3380827.0,28773.13,1856.7450000000015,1250.0,182651463.0
2013-03-15,864.75,869.4,838.3,843.6,843.65,2924340.0,24840.92,1856.8525000000013,1250.0,182778923.0
2013-03-18,835.0,843.5,830.8,834.5,834.3,1833998.0,15346.07,1987.1125000000013,1265.0,183543689.0
2013-03-19,836.6,839.0,811.9,825.05,825.0,4107716.0,33887.79,1988.2825000000012,1265.0,185710524.0
2013-03-20,829.4,829.8,813.35,820.5,822.7,4612611.0,37830.73,1932.487500000001,1265.0,186730211.0
2013-03-21,825.0,832.8,804.75,806.0,812.6,3808222.0,31256.41,1934.8175000000012,1250.0,186857672.0
2013-03-22,808.3,821.0,804.35,810.95,810.6,2714879.0,22032.42,1951.7175000000013,1250.0,185136950.0
2013-03-25,820.6,823.35,802.25,806.9,809.25,3213575.0,26167.7,1953.9725000000014,1250.0,186921403.0
2013-03-26,802.5,805.0,780.0,782.0,783.35,4449515.0,35165.87,1852.7800000000013,1250.0,186156637.0
2013-03-28,785.0,785.95,764.4,778.0,772.9,6060564.0,46879.29,1855.7000000000012,1250.0,177234374.0
2013-04-02,780.2,796.5,778.3,795.45,793.9,2539732.0,20027.65,1890.9800000000016,1230.0,163392751.0
2013-04-03,797.8,799.0,771.0,775.5,776.55,2130749.0,16768.76,1840.6325000000015,1215.0,163858623.0
2013-04-05,769.0,782.4,767.7,779.15,780.1,2969243.0,23051.88,1851.3800000000012,1200.0,160643539.0
2013-04-08,778.1,794.35,778.0,789.5,789.4,2029499.0,16001.59,1853.7350000000013,1200.0,161098621.0
2013-04-09,792.1,795.6,771.1,777.7,776.95,2990299.0,23441.24,1962.1525000000015,1200.0,163178990.0
2013-04-10,780.1,783.95,771.6,778.0,779.4,2786488.0,21675.27,1965.4075000000014,1200.0,164479222.0
2013-04-11,784.0,785.1,764.15,768.1,771.1,2612370.0,20150.97,1941.1950000000013,1200.0,164739268.0
2013-04-12,767.0,780.4,765.0,775.0,775.35,2594372.0,20090.94,1944.6775000000011,1200.0,166754626.0
2013-04-15,773.05,799.95,773.05,794.2,793.6,3699483.0,29218.19,1939.5500000000013,1180.0,163309014.0
2013-05-02,787.4,807.0,783.4,805.1,802.9,6225752.0,49580.69,2093.9800000000014,1150.0,172150584.0
2013-05-03,803.0,815.9,794.9,799.7,800.5,2952640.0,23812.42,2093.6500000000015,1150.0,171955550.0
2013-05-06,802.2,824.95,802.2,822.5,821.6,2139146.0,17490.53,2060.647500000001,1150.0,165519406.0
2013-05-07,821.5,835.9,819.65,830.0,828.15,3778450.0,31245.47,2057.617500000001,1150.0,166429568.0
2013-05-08,830.1,832.9,822.05,830.2,829.65,2710630.0,22438.66,1989.090000000001,1150.0,164609245.0
2013-05-09,828.4,831.65,815.0,819.3,818.1,1870391.0,15330.09,1987.655000000001,1150.0,168704972.0
2013-05-10,814.7,820.5,809.2,811.0,812.95,2075931.0,16911.77,1910.505000000001,1150.0,165454395.0
2013-05-14,800.55,809.0,795.6,798.8,798.15,2017950.0,16209.84,1921.2850000000012,1150.0,169680146.0
2013-05-15,802.0,820.8,802.0,818.2,819.0,2572806.0,20933.33,2006.465000000001,1125.0,169225065.0
2013-05-20,837.4,855.0,828.75,831.85,831.15,3025949.0,25494.53,2072.4625000000015,1125.0,168900007.0
2013-05-21,831.1,840.0,825.3,826.3,828.6,2421664.0,20165.46,2029.2700000000013,1125.0,166429568.0
2013-05-23,811.65,816.0,780.1,782.6,784.45,2925439.0,23306.25,1979.2775000000015,1115.0,172150584.0
