,Open,High,Low,Close,Adj Close,Volume,DPO,Low,Low,Low,Low,Low,Low,Total Market Value,Low,Total Market Value,Total Market Value,AORD_Close,DJI_Close,FCHIX_Close,FTSE_Close,GDAXI_Close,GSPC_Close,HSI_Close,KS11_Close,PSEIPS_Close,TWII_Close,NSEI_Close
2013-04-11,1414.0,1432.0,1397.8,1428.05,1425.25,506487.0,-397.44500000000005,1397.8,1397.8,1397.8,1397.8,1397.8,1397.8,16817010.0,1397.8,164739268.0,36858191.0,5010.3,14865.14,1.431,6416.1,7871.63,1593.37,22101.27,1949.8,6831.74,7857.95,5594.0
2013-04-12,1420.0,1430.0,1402.15,1408.45,1405.0,245123.0,-363.80500000000006,1402.15,1402.15,1402.15,1402.15,1402.15,1402.15,16380105.0,1402.15,166754626.0,36328429.0,5016.0,14865.06,1.431,6384.4,7744.77,1588.85,22089.05,1924.23,6891.43,7821.6,5528.55
2013-04-15,1400.0,1444.9,1396.35,1422.9,1424.9,358385.0,-364.0100000000002,1396.35,1396.35,1396.35,1396.35,1396.35,1396.35,15601560.0,1396.35,163309014.0,36050304.0,4966.8,14599.2,1.431,6343.6,7712.63,1552.36,21772.67,1920.45,6837.77,7763.5,5568.4
2013-04-16,1415.0,1487.9,1415.0,1482.05,1485.0,620229.0,-406.77750000000015,1415.0,1415.0,1415.0,1415.0,1415.0,1415.0,15884070.0,1415.0,166624603.0,36354917.0,4944.1,14756.78,1.431,6304.6,7682.58,1574.57,21672.03,1922.21,6786.33,7801.02,5688.95
2013-04-17,1486.1,1504.8,1467.1,1494.5,1494.0,422625.0,-413.45000000000005,1467.1,1467.1,1467.1,1467.1,1467.1,1467.1,15717630.0,1467.1,166754626.0,36248965.0,4993.6,14618.59,1.4243,6244.2,7503.03,1552.01,21569.67,1923.84,6850.26,7809.04,5688.7
2013-04-18,1485.3,1533.45,1485.3,1524.6,1519.9,540860.0,-405.99750000000006,1485.3,1485.3,1485.3,1485.3,1485.3,1485.3,15647550.0,1485.3,163764094.0,37295245.0,4911.3,14537.14,1.431,6243.7,7473.73,1541.61,21512.52,1900.06,6857.48,7791.32,5783.1
2013-04-22,1528.0,1553.85,1525.9,1540.45,1543.65,352370.0,-415.8900000000002,1525.9,1525.9,1525.9,1525.9,1525.9,1525.9,15732960.0,1525.9,162138806.0,37904471.0,4955.4,14567.17,1.431,6280.6,7478.11,1562.5,22044.37,1926.31,7120.48,7970.35,5834.4
2013-04-23,1541.0,1544.2,1515.15,1536.35,1538.55,288841.0,-433.86,1515.15,1515.15,1515.15,1515.15,1515.15,1515.15,15524910.0,1515.15,159668367.0,36434382.0,5002.6,14719.46,1.431,6406.1,7658.21,1578.78,21806.61,1918.63,6982.36,7942.74,5836.9
2013-04-26,1590.95,1693.0,1567.5,1673.15,1674.0,3505606.0,-454.27750000000026,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,16167675.0,1567.5,161163632.0,35480810.0,5082.7,14712.55,1.4377,6426.4,7814.76,1582.24,22547.71,1944.56,7025.44,8022.03,5871.45
2013-04-29,1675.85,1704.35,1675.85,1683.5,1684.0,897487.0,-473.7900000000001,1675.85,1675.85,1675.85,1675.85,1675.85,1675.85,16506030.0,1675.85,171565480.0,35427834.0,5108.3,14818.75,1.4444,6458.0,7873.5,1593.61,22580.77,1940.7,7028.35,8029.71,5904.1
2013-04-30,1690.0,1697.0,1655.85,1669.6,1668.0,400577.0,-503.1100000000001,1655.85,1655.85,1655.85,1655.85,1655.85,1655.85,16503840.0,1655.85,169030030.0,35785423.0,5168.6,14839.8,1.4444,6430.1,7913.71,1597.57,22737.01,1963.95,7070.99,8093.63,5930.2
2013-05-02,1642.0,1709.7,1642.0,1679.8,1682.0,877894.0,-522.9100000000001,1642.0,1642.0,1642.0,1642.0,1642.0,1642.0,16427190.0,1642.0,172150584.0,36937655.0,5104.1,14831.58,1.4511,6460.7,7961.71,1597.59,22668.3,1957.21,7093.42,8128.48,5999.35
2013-05-03,1682.75,1699.5,1661.6,1665.4,1665.6,575722.0,-510.69000000000017,1661.6,1661.6,1661.6,1661.6,1661.6,1661.6,16438140.0,1661.6,171955550.0,37321733.0,5105.4,14973.96,1.4511,6521.5,8122.29,1614.42,22689.96,1965.71,7215.35,8135.0,5944.0
2013-05-07,1700.0,1707.15,1683.8,1692.8,1695.0,462187.0,-542.0200000000002,1683.8,1683.8,1683.8,1683.8,1683.8,1683.8,16219140.0,1683.8,166429568.0,37798519.0,5122.7,15056.2,1.4578,6557.3,8181.78,1625.96,23047.09,1954.35,7146.12,8163.03,6043.55
2013-05-08,1697.0,1697.0,1674.0,1680.85,1678.45,306652.0,-555.7475000000002,1674.0,1674.0,1674.0,1674.0,1674.0,1674.0,16478655.0,1674.0,164609245.0,38182596.0,5177.9,15105.12,1.4578,6583.5,8249.71,1632.69,23244.35,1956.45,7181.3,8267.06,6069.3
2013-05-09,1682.25,1684.0,1655.9,1660.15,1662.0,344448.0,-568.5975000000001,1655.9,1655.9,1655.9,1655.9,1655.9,1655.9,16605675.0,1655.9,168704972.0,39175900.0,5180.6,15082.62,1.4578,6592.7,8262.55,1626.67,23211.48,1979.45,7194.43,8285.86,6050.15
2013-05-10,1675.0,1734.9,1673.0,1727.95,1733.35,1228156.0,-584.6250000000002,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,16271700.0,1673.0,165454395.0,38262060.0,5191.1,15118.49,1.4578,6625.0,8278.59,1633.7,23321.22,1944.75,7262.38,8280.23,6094.75
2013-05-14,1706.0,1715.9,1691.5,1703.9,1705.2,300610.0,-642.2475000000004,1691.5,1691.5,1691.5,1691.5,1691.5,1691.5,16445805.0,1691.5,169680146.0,38142864.0,5202.5,15215.25,1.4511,6686.1,8339.11,1650.34,22930.28,1968.83,7313.46,8251.79,5995.4
2013-05-15,1719.75,1758.0,1711.8,1739.05,1737.0,653485.0,-658.0550000000003,1711.8,1711.8,1711.8,1711.8,1711.8,1711.8,16323165.0,1711.8,169225065.0,37229025.0,5173.3,15275.69,1.4511,6693.6,8362.42,1658.78,23044.24,1971.26,7392.2,8318.56,6146.75
2013-05-16,1730.1,1749.8,1722.3,1728.2,1725.25,289810.0,-697.9625000000003,1722.3,1722.3,1722.3,1722.3,1722.3,1722.3,16267320.0,1722.3,166819637.0,37043608.0,5144.2,15233.22,1.4511,6687.8,8369.87,1650.47,23082.68,1986.81,7310.94,8390.02,6169.9
2013-05-20,1715.0,1774.4,1715.0,1742.25,1741.8,549253.0,-721.2550000000003,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,16256370.0,1715.0,168900007.0,35798667.0,5185.4,15335.28,1.4511,6755.6,8455.83,1666.29,23493.03,1982.43,7275.38,8377.02,6156.9
2013-05-21,1742.35,1744.55,1691.6,1697.4,1698.9,559417.0,-729.1025000000002,1691.6,1691.6,1691.6,1691.6,1691.6,1691.6,15969480.0,1691.6,166429568.0,35149709.0,5156.2,15387.58,1.4511,6803.9,8472.2,1669.16,23366.37,1981.09,7327.58,8383.02,6114.1
2013-05-22,1705.0,1714.65,1682.0,1687.6,1686.05,419210.0,-745.5150000000002,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,16087740.0,1682.0,171240423.0,34023964.0,5142.1,15307.17,1.4511,6840.3,8530.89,1655.35,23261.08,1993.83,7385.07,8398.81,6094.5
2013-05-23,1680.0,1687.45,1586.1,1647.5,1640.15,1072941.0,-748.3425000000003,1586.1,1586.1,1586.1,1586.1,1586.1,1586.1,15956340.0,1586.1,172150584.0,34447774.0,5040.8,15294.5,1.4444,6696.8,8351.98,1650.51,22669.68,1969.19,7314.38,8237.8,5967.05
2013-05-24,1650.4,1777.0,1614.0,1674.9,1777.0,743669.0,-764.3800000000003,1614.0,1614.0,1614.0,1614.0,1614.0,1614.0,15898305.0,1614.0,170915365.0,33706107.0,4964.3,15303.1,1.4444,6654.3,8305.32,1649.6,22618.67,1973.45,7268.91,8209.75,5983.55
2013-05-28,1650.05,1669.0,1650.05,1655.1,1652.7,333797.0,-762.0675000000003,1650.05,1650.05,1650.05,1650.05,1650.05,1650.05,16006710.0,1650.05,173320792.0,33494202.0,4950.6,15409.39,1.4444,6762.0,8480.87,1660.06,22924.25,1986.22,7113.22,8263.02,6111.25
2013-05-29,1650.0,1661.8,1620.65,1634.15,1632.0,457835.0,-759.7850000000003,1620.65,1620.65,1620.65,1620.65,1620.65,1620.65,15910350.0,1620.65,172930723.0,33798816.0,4959.2,15302.8,1.4377,6627.2,8336.58,1648.36,22554.93,2001.2,7228.57,8337.87,6104.3
2013-05-30,1623.0,1646.0,1603.35,1637.5,1634.2,593474.0,-773.2900000000001,1603.35,1603.35,1603.35,1603.35,1603.35,1603.35,16235565.0,1603.35,170135226.0,33335274.0,4917.1,15324.53,1.4377,6657.0,8400.2,1654.41,22484.31,2000.1,6953.35,8243.26,6124.05
2013-05-31,1625.1,1652.9,1598.15,1605.6,1605.0,410598.0,-768.9499999999999,1598.15,1598.15,1598.15,1598.15,1598.15,1598.15,16006710.0,1598.15,172150584.0,33653131.0,4914.0,15115.57,1.4309,6583.1,8348.84,1630.74,22392.16,2001.05,7021.95,8254.77,5985.95
2013-06-03,1599.95,1599.95,1548.35,1568.55,1569.0,432366.0,-763.2375000000001,1548.35,1548.35,1548.35,1548.35,1548.35,1548.35,16396530.0,1548.35,170525296.0,34169649.0,4873.7,15254.03,1.4242,6525.1,8285.8,1640.42,22282.19,1989.57,6763.38,8200.99,5939.3
2013-06-04,1555.65,1588.75,1539.3,1546.8,1551.0,431388.0,-756.5350000000002,1539.3,1539.3,1539.3,1539.3,1539.3,1539.3,16327334.0,1539.3,171223830.0,33815734.0,4886.7,15177.54,1.4242,6558.6,8295.96,1631.38,22285.52,1989.51,6673.47,8191.19,5919.45
2013-06-05,1550.1,1576.3,1533.25,1568.25,1569.3,621196.0,-706.1900000000002,1533.25,1533.25,1533.25,1533.25,1533.25,1533.25,16540415.0,1533.25,169773955.0,33768296.0,4825.2,14960.59,1.4174,6419.3,8196.18,1608.9,22069.24,1959.19,6557.89,8181.88,5923.85
2013-06-07,1565.0,1583.5,1545.0,1554.9,1549.65,780953.0,-686.2100000000002,1545.0,1545.0,1545.0,1545.0,1545.0,1545.0,16453225.0,1545.0,174623373.0,33649389.0,4729.3,15248.12,1.4174,6412.0,8254.68,1643.38,21575.26,1923.85,6701.95,8095.17,5881.0
2013-06-11,1512.0,1521.0,1481.0,1490.45,1495.0,675122.0,-656.73,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,16204188.0,1481.0,172261605.0,33805898.0,4748.9,15122.02,1.4107,6340.1,8222.46,1626.13,21354.66,1920.68,6556.65,8116.12,5788.8
2013-06-13,1459.0,1461.5,1430.0,1456.6,1455.0,690959.0,-636.1800000000001,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,15848196.0,1430.0,168423729.0,32710337.0,4684.9,15176.08,1.4107,6304.6,8095.39,1636.36,20887.04,1882.73,6114.08,7951.63,5699.1
2013-06-14,1482.0,1520.0,1471.65,1514.15,1516.0,383703.0,-626.4525000000001,1471.65,1471.65,1471.65,1471.65,1471.65,1471.65,15850380.0,1471.65,168792755.0,32292980.0,4775.5,15070.18,1.4107,6308.3,8127.96,1626.73,20969.14,1889.24,6242.26,7937.71,5808.4
2013-06-17,1535.1,1551.4,1505.1,1535.25,1537.0,533292.0,-622.4525000000002,1505.1,1505.1,1505.1,1505.1,1505.1,1505.1,15712788.0,1505.1,170859304.0,32149514.0,4805.0,15179.85,1.4174,6330.5,8215.73,1639.04,21225.9,1883.1,6339.41,7992.86,5850.05
2013-06-18,1535.0,1547.0,1521.0,1538.55,1540.0,529919.0,-614.5100000000001,1521.0,1521.0,1521.0,1521.0,1521.0,1521.0,15769572.0,1521.0,173885322.0,32214726.0,4794.6,15318.23,1.4174,6374.2,8229.51,1651.81,21225.88,1900.62,6518.77,8010.99,5813.6
2013-06-19,1529.2,1549.5,1524.0,1543.75,1540.0,389004.0,-611.1675000000002,1524.0,1524.0,1524.0,1524.0,1524.0,1524.0,15591576.0,1524.0,180084969.0,32436446.0,4841.8,15112.19,1.4174,6348.8,8197.08,1628.93,20986.89,1888.31,6513.2,8007.36,5822.25
2013-06-20,1520.0,1540.9,1493.25,1525.15,1526.0,505078.0,-605.0500000000002,1493.25,1493.25,1493.25,1493.25,1493.25,1493.25,14935284.0,1493.25,176616119.0,30871358.0,4743.9,14758.32,1.3972,6159.5,7928.48,1588.19,20382.87,1850.49,6326.67,7898.88,5655.9
2013-06-21,1520.0,1559.9,1511.75,1554.65,1553.0,433570.0,-636.5875000000001,1511.75,1511.75,1511.75,1511.75,1511.75,1511.75,14999712.0,1511.75,174770986.0,31119164.0,4723.8,14799.4,1.3972,6116.2,7789.24,1592.43,20263.31,1822.83,6182.17,7793.28,5667.65
2013-06-24,1546.0,1572.0,1531.8,1544.45,1545.0,707604.0,-631.3725000000002,1531.8,1531.8,1531.8,1531.8,1531.8,1531.8,14551992.0,1531.8,170933110.0,31340885.0,4651.1,14659.56,1.3769,6029.1,7692.45,1573.09,19813.98,1799.01,5971.05,7758.0,5590.25
2013-06-25,1540.0,1557.2,1502.25,1545.2,1545.0,484805.0,-629.3275000000003,1502.25,1502.25,1502.25,1502.25,1502.25,1502.25,14786772.0,1502.25,170195056.0,31445224.0,4633.5,14760.31,1.3769,6101.9,7811.3,1588.03,19855.72,1780.63,5789.06,7663.2,5609.1
2013-06-26,1546.2,1557.9,1513.6,1544.75,1549.1,408512.0,-624.8575000000003,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,14276808.0,1513.6,169457003.0,30897443.0,4707.8,14910.14,1.3837,6165.5,7940.99,1603.26,20338.55,1783.45,6118.94,7784.77,5588.7
2013-06-27,1560.0,1565.0,1511.2,1521.2,1523.35,493875.0,-598.4425000000002,1511.2,1511.2,1511.2,1511.2,1511.2,1511.2,14513772.0,1511.2,168940366.0,31797369.0,4784.8,15024.49,1.3904,6243.4,7990.75,1613.2,20440.08,1834.7,6328.0,7883.87,5682.35
2013-06-28,1540.0,1549.2,1517.1,1537.75,1533.15,444718.0,-595.0500000000003,1517.1,1517.1,1517.1,1517.1,1517.1,1517.1,14631708.0,1517.1,161559835.0,31406097.0,4775.4,14909.6,1.3904,6215.5,7959.22,1606.28,20803.29,1863.32,6465.28,8062.18,5842.2
2013-07-02,1590.5,1619.0,1572.5,1578.65,1572.5,589430.0,-584.5875000000005,1572.5,1572.5,1572.5,1572.5,1572.5,1572.5,14936376.0,1572.5,157352932.0,32436446.0,4810.3,14932.41,1.3972,6303.9,7910.77,1614.08,20658.65,1855.02,6448.18,8015.83,5857.55
2013-07-03,1561.0,1581.0,1555.65,1560.95,1559.45,173724.0,-588.7725000000005,1555.65,1555.65,1555.65,1555.65,1555.65,1555.65,14707056.0,1555.65,157131516.0,31666945.0,4727.8,14988.37,1.3972,6229.9,7829.32,1615.41,20147.31,1824.66,6480.12,7911.39,5770.9
2013-07-05,1571.0,1575.0,1549.0,1554.55,1552.5,273858.0,-602.0675000000003,1549.0,1549.0,1549.0,1549.0,1549.0,1549.0,14484288.0,1549.0,155212577.0,31627818.0,4826.4,15135.84,1.3904,6375.5,7806.0,1631.89,20854.67,1833.31,6500.48,8001.79,5867.9
2013-07-08,1545.0,1563.0,1530.0,1551.05,1551.0,311166.0,-603.5275000000004,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,14873040.0,1530.0,157426737.0,32201683.0,4797.6,15224.69,1.3904,6450.1,7968.54,1640.46,20582.19,1816.85,6318.91,7886.31,5811.55
2013-07-09,1544.0,1549.0,1521.0,1543.85,1542.65,467745.0,-589.8975000000005,1521.0,1521.0,1521.0,1521.0,1521.0,1521.0,14945112.0,1521.0,162888330.0,31888666.0,4866.5,15300.34,1.3972,6513.1,8057.75,1652.32,20683.01,1830.35,6327.02,7971.15,5859.0
2013-07-10,1537.05,1549.65,1530.0,1543.5,1547.95,344394.0,-593.0900000000004,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,14939652.0,1530.0,163478773.0,31732157.0,4885.4,15291.66,1.3972,6505.0,8066.48,1652.62,20904.56,1824.16,6308.18,8011.66,5816.7
2013-07-11,1560.0,1579.1,1497.25,1505.55,1499.7,543696.0,-590.6875000000003,1497.25,1497.25,1497.25,1497.25,1497.25,1497.25,15370992.0,1497.25,165545322.0,32188641.0,4946.9,15460.92,1.404,6543.4,8158.8,1675.02,21437.49,1877.6,6407.36,8179.51,5935.1
2013-07-12,1495.0,1505.05,1438.5,1447.95,1457.0,945429.0,-587.3775000000004,1438.5,1438.5,1438.5,1438.5,1438.5,1438.5,15363348.0,1438.5,161043197.0,31145249.0,4957.5,15464.3,1.4108,6544.9,8212.77,1680.19,21277.28,1869.98,6574.21,8220.46,6009.0
2013-07-15,1449.0,1465.0,1433.15,1446.6,1445.65,522612.0,-566.4950000000003,1433.15,1433.15,1433.15,1433.15,1433.15,1433.15,15521688.0,1433.15,158312401.0,32149514.0,4965.6,15484.26,1.4176,6586.1,8234.81,1682.5,21303.31,1875.16,6619.95,8254.65,6030.8
2013-07-16,1429.0,1429.9,1401.0,1411.25,1413.7,817379.0,-560.1300000000003,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,15562092.0,1401.0,160969392.0,32853803.0,4968.6,15451.85,1.4176,6556.4,8201.05,1676.26,21312.38,1866.36,6583.55,8260.08,5955.25
