Date,Symbol,Series,Prev Close,Open,High,Low,Adj Close,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-01-30,RELIANCE,EQ,1479.85,1479.0,1479.7,1440.0,1443.0,1443.75,1452.4,10241756,1487511666740000.0,231136,4854357,0.474
2020-01-31,RELIANCE,EQ,1443.75,1453.0,1453.25,1407.2,1410.0,1411.65,1425.75,15886673,2265037455680000.0,330774,8885318,0.5593
2020-02-01,RELIANCE,EQ,1411.65,1405.3,1426.95,1371.1,1372.0,1383.35,1402.89,11022901,1546388956165000.0,243212,3263872,0.2961
2020-02-03,RELIANCE,EQ,1383.35,1369.9,1399.95,1363.05,1386.0,1385.5,1380.77,14040626,1938689266065000.2,370104,6963618,0.49600000000000005
2020-02-04,RELIANCE,EQ,1385.5,1400.0,1432.5,1397.8,1427.5,1426.4,1419.31,11604666,1647059899660000.0,286666,5299061,0.45659999999999995
2020-02-05,RELIANCE,EQ,1426.4,1434.9,1452.8,1430.3,1446.3,1448.5,1442.46,8444823,1218135064445000.0,242039,3774342,0.44689999999999996
2020-02-06,RELIANCE,EQ,1448.5,1454.1,1467.0,1440.1,1455.0,1457.8,1452.93,7103715,1032120399595000.1,163247,2877846,0.4051
2020-02-07,RELIANCE,EQ,1457.8,1451.0,1452.35,1428.3,1432.0,1433.65,1437.06,5581641,802113886945000.0,134128,2493746,0.44680000000000003
2020-02-10,RELIANCE,EQ,1433.65,1428.0,1445.5,1410.45,1442.2,1435.6,1424.41,6922631,986065864854999.9,143055,3096467,0.4473
2020-02-11,RELIANCE,EQ,1435.6,1447.4,1466.2,1445.05,1454.5,1452.75,1457.22,6400245,932654962215000.0,224142,2779570,0.4343
2020-02-12,RELIANCE,EQ,1452.75,1456.15,1474.85,1455.0,1473.15,1470.3,1465.86,6187091,906938078760000.0,192511,3063711,0.49520000000000003
2020-02-13,RELIANCE,EQ,1470.3,1477.75,1477.75,1462.6,1470.45,1474.15,1470.71,6201763,912096612020000.1,116464,2969412,0.47880000000000006
2020-02-14,RELIANCE,EQ,1474.15,1477.25,1501.45,1453.1,1485.85,1487.6,1483.41,9704655,1439596176000000.0,229509,3144368,0.324
2020-02-17,RELIANCE,EQ,1487.6,1489.0,1506.15,1474.3,1478.5,1478.25,1487.62,6011340,894261063900000.0,150631,2236062,0.37200000000000005
2020-02-18,RELIANCE,EQ,1478.25,1475.9,1475.9,1457.4,1466.9,1467.4,1465.63,5086964,745560306065000.0,142911,2468083,0.4852
2020-02-19,RELIANCE,EQ,1467.4,1479.35,1506.45,1475.1,1504.5,1503.8,1497.34,6438918,964126921650000.0,249278,2453851,0.3811
2020-02-20,RELIANCE,EQ,1503.8,1497.0,1508.0,1483.8,1487.0,1485.95,1495.83,7722577,1155166967725000.0,176470,4689093,0.6072
2020-02-24,RELIANCE,EQ,1485.95,1469.75,1477.0,1439.55,1447.1,1444.95,1462.78,9769743,1429100452425000.0,237165,6097347,0.6241
2020-02-25,RELIANCE,EQ,1444.95,1451.4,1451.4,1410.0,1420.0,1416.4,1432.47,12684109,1816957225945000.0,281387,8329207,0.6567000000000001
2020-02-26,RELIANCE,EQ,1416.4,1410.0,1412.35,1387.35,1389.5,1392.0,1399.83,13423661,1879080883550000.0,268512,8145083,0.6068
2020-02-27,RELIANCE,EQ,1392.0,1388.0,1393.8,1369.0,1380.45,1386.25,1381.33,11454300,1582217575220000.0,240043,6101634,0.5327000000000001
2020-02-28,RELIANCE,EQ,1386.25,1354.9,1357.0,1325.0,1327.0,1328.65,1338.96,17973847,2406620101235000.0,373466,9944010,0.5532
2020-03-02,RELIANCE,EQ,1328.65,1355.1,1369.0,1301.1,1322.0,1316.15,1343.4,13486634,1811799064490000.2,274282,7208383,0.5345000000000001
2020-03-03,RELIANCE,EQ,1316.15,1329.7,1353.9,1322.0,1346.35,1342.85,1339.28,12525809,1677551880370000.0,275521,6009681,0.4798
2020-03-04,RELIANCE,EQ,1342.85,1352.0,1353.8,1307.9,1349.0,1339.7,1331.24,10105782,1345321301165000.0,297606,4158028,0.4115
2020-03-05,RELIANCE,EQ,1339.7,1352.2,1357.95,1306.0,1309.9,1311.15,1327.07,13948324,1851036725280000.0,319378,6943317,0.4978
2020-03-06,RELIANCE,EQ,1311.15,1270.0,1288.15,1241.1,1269.85,1271.0,1271.62,15422068,1961097459930000.0,389652,9634796,0.6247
2020-03-09,RELIANCE,EQ,1271.0,1240.05,1241.0,1095.0,1104.5,1114.15,1143.56,40317808,4610595314880000.0,846382,19195053,0.4761
2020-03-11,RELIANCE,EQ,1114.15,1108.0,1178.45,1108.0,1152.0,1153.55,1157.92,27237627,3153898752110000.0,490124,12424367,0.4561
2020-03-12,RELIANCE,EQ,1153.55,1085.0,1101.0,1048.7,1059.0,1063.0,1076.2,25588170,2753804902435000.0,646095,13287100,0.5193
2020-03-13,RELIANCE,EQ,1063.0,998.0,1140.0,942.4,1116.95,1105.3,1053.35,33509757,3529740443819999.5,706395,14587908,0.4353
2020-03-16,RELIANCE,EQ,1105.3,1060.55,1079.7,1005.0,1012.2,1015.7,1046.83,17594729,1841874588600000.0,441083,8819285,0.5012
2020-03-17,RELIANCE,EQ,1015.7,1047.25,1060.0,1003.2,1011.5,1008.0,1034.68,20777442,2149799455900000.0,463953,10596500,0.51
2020-03-18,RELIANCE,EQ,1008.0,1025.3,1035.9,961.0,976.45,968.5,992.19,20450497,2029077626375000.0,499736,8751121,0.4279
2020-03-19,RELIANCE,EQ,968.5,920.1,967.0,892.2,917.7,917.7,918.86,28072062,2579436027380000.0,636588,13023488,0.46390000000000003
2020-03-20,RELIANCE,EQ,917.7,939.5,1034.9,930.0,1028.0,1017.95,983.98,28967526,2850344436195000.0,589033,12676996,0.4376
2020-03-23,RELIANCE,EQ,1017.95,916.2,950.0,875.65,891.0,884.05,899.32,18593713,1672161510625000.0,569206,9759892,0.5249
2020-03-24,RELIANCE,EQ,884.05,930.0,970.0,895.8,946.0,943.4,934.85,20919322,1955650021384999.8,590891,8384530,0.4008
2020-03-25,RELIANCE,EQ,943.4,963.8,1151.55,963.25,1074.0,1082.25,1053.49,33433126,3522133845485000.0,799060,16920113,0.5061
2020-03-26,RELIANCE,EQ,1082.25,1095.8,1116.9,1042.35,1069.0,1066.2,1074.95,20912934,2248032415034999.8,592742,8024956,0.3837
2020-03-27,RELIANCE,EQ,1066.2,1095.0,1107.3,1046.2,1067.95,1065.6,1070.06,19044644,2037889593059999.8,502817,8854044,0.46490000000000004
2020-03-30,RELIANCE,EQ,1065.6,1040.6,1074.8,1020.0,1031.5,1030.45,1044.14,13820286,1443030400265000.0,386770,5108078,0.36960000000000004
2020-03-31,RELIANCE,EQ,1030.45,1073.95,1129.8,1048.0,1100.0,1113.75,1093.37,20249909,2214067656855000.0,506536,8062531,0.3982
2020-04-01,RELIANCE,EQ,1113.75,1122.25,1124.6,1045.2,1084.0,1080.45,1072.84,19017099,2040236541420000.0,414675,7771573,0.4087
2020-04-03,RELIANCE,EQ,1080.45,1134.45,1134.45,1056.3,1088.0,1077.45,1077.52,18912044,2037809522965000.2,519365,6471589,0.3422
2020-04-07,RELIANCE,EQ,1077.45,1102.1,1214.0,1100.0,1211.0,1206.1,1161.27,24859057,2886799230370000.0,556669,9176463,0.3691
2020-04-08,RELIANCE,EQ,1206.1,1180.0,1229.0,1160.0,1197.0,1192.15,1194.6,22803774,2724144306790000.0,538577,7545325,0.3309
2020-04-09,RELIANCE,EQ,1192.15,1214.0,1232.8,1193.0,1217.75,1219.95,1214.91,15101711,1834721424730000.0,368355,4543136,0.3008
2020-04-13,RELIANCE,EQ,1219.95,1203.95,1215.0,1180.0,1192.5,1189.15,1191.64,10822871,1289699348810000.0,263593,2785395,0.25739999999999996
2020-04-15,RELIANCE,EQ,1189.15,1197.05,1236.0,1143.0,1157.5,1149.85,1191.73,16147959,1924398163059999.8,404270,5315163,0.32920000000000005
2020-04-16,RELIANCE,EQ,1149.85,1149.85,1187.45,1145.0,1170.0,1168.05,1172.19,17123533,2007195551150000.0,387003,6815679,0.39799999999999996
2020-04-17,RELIANCE,EQ,1168.05,1216.0,1230.0,1192.65,1229.9,1224.0,1208.12,15209707,1837511620500000.0,322391,5515033,0.3626
2020-04-20,RELIANCE,EQ,1224.0,1226.0,1257.0,1202.0,1248.1,1243.8,1228.75,16472339,2024040416815000.2,365965,3828855,0.2324
2020-04-21,RELIANCE,EQ,1243.8,1210.0,1252.0,1164.0,1251.5,1237.35,1204.07,28057706,3378347800015000.0,573205,8180117,0.2915
2020-04-22,RELIANCE,EQ,1237.35,1320.0,1384.9,1300.0,1359.0,1363.6,1341.48,65230894,8750594271139999.0,1194059,15175508,0.23260000000000003
2020-04-23,RELIANCE,EQ,1363.6,1367.35,1385.85,1353.3,1370.15,1370.9,1369.1,29928331,4097491612055000.5,612506,9233839,0.3085
2020-04-24,RELIANCE,EQ,1370.9,1350.15,1494.95,1347.2,1425.8,1417.0,1431.67,61711388,8835029613564999.0,1154959,9965286,0.16149999999999998
2020-04-27,RELIANCE,EQ,1417.0,1434.0,1475.0,1423.0,1431.0,1429.75,1448.31,26736512,3872269950494999.5,594518,4031654,0.15080000000000002
2020-04-28,RELIANCE,EQ,1429.75,1450.0,1455.45,1392.15,1430.0,1428.15,1421.22,35866381,5097411134065000.0,746066,7100366,0.198
2020-04-29,RELIANCE,EQ,1428.15,1444.9,1453.65,1420.0,1427.0,1426.95,1436.42,17141540,2462240411635000.0,389293,4350009,0.25379999999999997
2020-04-30,RELIANCE,EQ,1426.95,1453.95,1494.95,1438.05,1464.0,1466.0,1467.88,32617901,4787925596005000.0,663204,9287707,0.2847
2020-05-04,RELIANCE,EQ,1466.0,1440.0,1465.0,1417.45,1435.0,1435.2,1442.94,24439240,3526436475075000.0,544309,8018280,0.3281
2020-05-05,RELIANCE,EQ,1435.2,1453.7,1479.0,1447.2,1462.65,1460.65,1464.23,20528706,3005869794935000.0,412545,4924874,0.2399
2020-05-06,RELIANCE,EQ,1460.65,1464.0,1484.95,1445.5,1461.5,1460.75,1468.54,18510304,2718319666305000.0,425042,4155906,0.2245
2020-05-07,RELIANCE,EQ,1460.75,1455.0,1513.65,1445.0,1512.0,1506.95,1484.86,22871529,3396106599695000.0,465254,5286803,0.23120000000000002
2020-05-08,RELIANCE,EQ,1506.95,1545.0,1579.9,1537.1,1559.45,1561.8,1560.62,38522385,6011862877050000.0,727915,12438706,0.3229
2020-05-11,RELIANCE,EQ,1561.8,1580.0,1615.0,1572.3,1575.0,1576.8,1592.89,30670404,4885456634785000.0,576001,11723342,0.3822
2020-05-12,RELIANCE,EQ,1576.8,1564.8,1568.35,1465.0,1486.45,1479.25,1511.39,46029119,6956801166314999.0,807575,18435434,0.40049999999999997
2020-05-13,RELIANCE,EQ,1479.25,1527.0,1527.0,1454.0,1492.5,1496.45,1481.1,30658051,4540763280400000.0,615366,6403617,0.2089
2020-05-14,RELIANCE,EQ,1496.45,1469.0,1496.7,1430.05,1437.0,1435.95,1457.61,22736714,3314119147035000.0,494402,7400518,0.32549999999999996
2020-05-15,RELIANCE,EQ,1435.95,1444.0,1466.7,1415.1,1453.2,1459.4,1439.85,28683432,4129982801010000.0,592403,7448167,0.2597
2020-05-18,RELIANCE,EQ,1459.4,1470.0,1482.0,1428.0,1442.55,1440.75,1452.86,28981620,4210627020025000.0,575336,5396937,0.1862
2020-05-19,RELIANCE,EQ,1440.75,1457.0,1461.7,1403.25,1409.1,1408.9,1436.68,19529216,2805721457520000.0,424987,4452799,0.228
2020-05-20,RELIANCE,EQ,1408.9,1410.0,1446.85,1393.0,1437.4,1433.7,1426.52,25530692,3641994058150000.0,446373,6638736,0.26
2020-05-21,RELIANCE,EQ,1433.7,1435.0,1461.45,1425.0,1440.0,1441.25,1443.94,18077196,2610245875325000.0,353235,5286704,0.2925
2020-05-22,RELIANCE,EQ,1441.25,1451.8,1458.0,1426.5,1433.0,1431.55,1442.31,17458503,2518059322525000.0,388907,4083814,0.2339
2020-05-26,RELIANCE,EQ,1431.55,1448.15,1449.7,1416.3,1426.0,1424.05,1428.7,15330793,2190316611245000.0,341795,7437964,0.4852
2020-05-27,RELIANCE,EQ,1424.05,1431.0,1454.0,1412.0,1449.85,1445.55,1430.2,16460764,2354223051425000.0,348477,6524302,0.39640000000000003
2020-05-28,RELIANCE,EQ,1445.55,1455.0,1479.75,1449.0,1471.05,1472.25,1467.5,18519252,2717698063640000.0,405603,8377100,0.4523
2020-05-29,RELIANCE,EQ,1472.25,1468.0,1472.0,1452.65,1470.0,1464.4,1462.79,18471770,2702028585140000.0,300018,10292573,0.5572
2020-06-01,RELIANCE,EQ,1464.4,1480.0,1538.35,1475.95,1521.9,1520.35,1512.99,18434065,2789047562010000.0,354436,5711151,0.3098
2020-06-02,RELIANCE,EQ,1520.35,1526.0,1540.0,1520.8,1537.95,1535.7,1531.68,10224102,1566004488385000.0,224472,3522633,0.34450000000000003
2020-06-03,RELIANCE,EQ,1535.7,1545.0,1560.0,1533.35,1543.0,1541.65,1543.74,11713666,1808282455640000.2,227825,5197313,0.4437
2020-06-04,RELIANCE,EQ,1541.65,1544.0,1589.5,1541.0,1576.0,1579.8,1570.24,15784612,2478556088055000.0,356122,4083577,0.25870000000000004
2020-06-05,RELIANCE,EQ,1579.8,1595.0,1618.0,1573.7,1579.2,1581.7,1596.41,15270435,2437790539185000.0,339237,3362416,0.2202
2020-06-08,RELIANCE,EQ,1581.7,1618.4,1618.4,1565.0,1571.8,1569.5,1588.27,14498055,2302689748670000.0,322987,3584176,0.2472
2020-06-09,RELIANCE,EQ,1569.5,1560.3,1583.0,1533.0,1535.9,1537.15,1555.91,11934073,1856833540730000.0,307011,2953746,0.2475
2020-06-10,RELIANCE,EQ,1537.15,1543.1,1579.55,1540.05,1575.0,1572.15,1556.73,10214426,1590105805065000.0,262174,2815033,0.2756
2020-06-11,RELIANCE,EQ,1572.15,1566.0,1567.95,1531.0,1538.8,1537.7,1546.33,9408283,1454830292485000.0,269490,3034020,0.3225
2020-06-12,RELIANCE,EQ,1537.7,1500.0,1593.0,1497.0,1588.7,1588.8,1552.68,17790565,2762301809770000.0,337575,4514688,0.25379999999999997
2020-06-15,RELIANCE,EQ,1588.8,1565.0,1626.95,1561.1,1612.3,1614.55,1593.39,24509162,3905273719875000.0,467105,5136354,0.2096
2020-06-16,RELIANCE,EQ,1614.55,1643.0,1648.55,1585.3,1614.05,1617.7,1617.17,23623299,3820298264269999.5,424919,5774484,0.2444
2020-06-17,RELIANCE,EQ,1617.7,1608.25,1635.45,1602.1,1611.85,1615.35,1618.64,19282519,3121151893820000.0,299203,7420780,0.3848
2020-06-18,RELIANCE,EQ,1615.35,1607.0,1665.0,1605.6,1662.9,1655.9,1636.4,18677694,3056409828265000.0,327308,7786788,0.4169
2020-06-19,RELIANCE,EQ,1655.9,1670.0,1788.8,1662.0,1763.2,1759.4,1727.35,48828852,8434432144680000.0,752773,15752717,0.3226
2020-06-22,RELIANCE,EQ,1759.4,1773.4,1804.2,1735.0,1752.5,1746.15,1771.18,27781772,4920665188920000.0,613265,7287358,0.26230000000000003
2020-06-23,RELIANCE,EQ,1746.15,1750.0,1763.75,1716.1,1721.7,1720.9,1731.86,17521196,3034431052195000.0,400333,2789706,0.34869999999999995
2020-06-24,RELIANCE,EQ,1720.9,1735.9,1772.7,1711.7,1732.5,1727.85,1739.65,23808524,4141852347535000.0,488048,5829283,0.24480000000000002
2020-06-25,RELIANCE,EQ,1727.85,1727.0,1749.0,1713.05,1719.0,1717.9,1728.41,18312705,3165180389275000.0,318478,6775567,0.37
2020-06-26,RELIANCE,EQ,1717.9,1728.8,1752.0,1717.0,1750.0,1741.65,1731.91,14270695,2471550575070000.0,279769,5042368,0.3533
2020-06-29,RELIANCE,EQ,1741.65,1728.05,1739.75,1715.55,1722.7,1723.15,1724.38,11825126,2039105554105000.0,225499,4609009,0.3898
2020-06-30,RELIANCE,EQ,1723.15,1737.0,1741.0,1695.55,1707.5,1704.1,1718.1,13973038,2400709396615000.0,277133,5567451,0.39840000000000003
2020-07-01,RELIANCE,EQ,1704.1,1720.0,1749.0,1708.05,1736.25,1737.6,1730.01,13136706,2272657031095000.0,256982,3073568,0.23399999999999999
2020-07-02,RELIANCE,EQ,1737.6,1743.0,1767.6,1735.05,1759.5,1760.35,1755.2,13286760,2332086411230000.0,262833,3239259,0.2438
2020-07-03,RELIANCE,EQ,1760.35,1779.8,1793.0,1768.0,1788.0,1787.9,1781.69,13584004,2420250819965000.0,254096,3420711,0.2518
2020-07-06,RELIANCE,EQ,1787.9,1805.0,1858.0,1792.1,1855.0,1851.8,1832.66,21698149,3976530108135000.0,442095,5644923,0.2602
2020-07-07,RELIANCE,EQ,1851.8,1860.0,1864.35,1806.3,1822.15,1823.45,1831.78,16240102,2974822412905000.0,386666,4751023,0.2925
2020-07-08,RELIANCE,EQ,1823.45,1824.05,1834.95,1790.0,1795.4,1798.0,1812.33,12093523,2191748925865000.2,285951,4348610,0.35960000000000003
2020-07-09,RELIANCE,EQ,1798.0,1809.0,1835.0,1786.25,1826.75,1824.25,1813.36,16807403,3047787759950000.0,352813,4527046,0.2693
2020-07-10,RELIANCE,EQ,1824.25,1828.5,1884.6,1824.25,1880.2,1878.05,1859.58,20195490,3755518497169999.5,455198,4248376,0.2104
2020-07-13,RELIANCE,EQ,1878.05,1903.35,1947.7,1900.0,1938.7,1935.0,1927.07,32124397,6190584082260000.0,615947,6448206,0.20070000000000002
2020-07-14,RELIANCE,EQ,1935.0,1934.0,1941.7,1887.3,1915.0,1917.0,1917.96,31073591,5959778712870000.0,569875,8520789,0.2742
2020-07-15,RELIANCE,EQ,1917.0,1937.95,1978.8,1798.0,1842.35,1844.0,1917.63,64458598,1.2360795532325e+16,1285533,10789672,0.1674
2020-07-16,RELIANCE,EQ,1844.0,1847.0,1869.0,1812.45,1842.05,1843.4,1844.01,28133993,5187942116565000.0,543130,6562839,0.23329999999999998
2020-07-17,RELIANCE,EQ,1843.4,1845.0,1920.0,1838.0,1916.0,1911.7,1876.25,22949535,4305916108230000.5,487421,4591431,0.20010000000000003
2020-07-20,RELIANCE,EQ,1911.7,1917.8,1932.0,1899.65,1921.95,1919.9,1916.93,16887752,3237260446620000.0,339625,3836078,0.22719999999999999
2020-07-21,RELIANCE,EQ,1919.9,1939.0,1977.0,1936.5,1973.5,1971.55,1962.43,19463498,3819568933000000.0,375090,5672596,0.2914
2020-07-22,RELIANCE,EQ,1971.55,1983.0,2010.0,1960.7,2004.0,2004.0,1993.46,27584769,5498912061660000.0,547567,8711054,0.31579999999999997
2020-07-23,RELIANCE,EQ,2004.0,2003.95,2079.7,1991.35,2076.0,2057.8,2035.95,26921058,5481005838790000.0,498584,9589647,0.35619999999999996
2020-07-24,RELIANCE,EQ,2057.8,2058.0,2163.0,2057.8,2148.4,2146.15,2128.53,55656793,1.1846687631235e+16,1078097,12522509,0.225
2020-07-27,RELIANCE,EQ,2146.15,2178.8,2198.8,2127.9,2154.95,2156.2,2169.68,37060949,8041027631185001.0,781374,5262824,0.142
2020-07-28,RELIANCE,EQ,2156.2,2156.2,2194.0,2150.65,2177.0,2177.7,2175.67,25435618,5533958039380000.0,528044,5577191,0.2193
2020-07-29,RELIANCE,EQ,2177.7,2177.9,2182.8,2070.45,2092.0,2096.65,2124.29,33536361,7124111908950000.0,738739,9443206,0.2816
2020-07-30,RELIANCE,EQ,2096.65,2099.0,2139.7,2072.0,2101.9,2108.85,2111.03,33624516,7098238095639999.0,663693,6855972,0.2039
2020-07-31,RELIANCE,EQ,2108.85,2114.5,2129.0,2052.8,2070.0,2067.1,2077.02,34593375,7185118591955000.0,748942,9000404,0.2602
2020-08-03,RELIANCE,EQ,2067.1,2051.3,2057.0,2003.1,2007.65,2009.0,2029.05,21560137,4374666808100000.0,515571,6839066,0.3172
2020-08-04,RELIANCE,EQ,2009.0,2020.6,2167.0,2000.25,2158.4,2150.6,2098.08,42477225,8912049492539999.0,827312,7253795,0.17079999999999998
2020-08-05,RELIANCE,EQ,2150.6,2169.0,2196.0,2118.3,2132.1,2126.45,2153.72,34405886,7410054522195000.0,704272,3949479,0.11480000000000001
2020-08-06,RELIANCE,EQ,2126.45,2157.0,2167.7,2107.8,2136.55,2134.1,2139.59,22762726,4870281122225000.0,468092,3095157,0.136
2020-08-07,RELIANCE,EQ,2134.1,2129.8,2157.8,2120.2,2146.0,2146.45,2141.31,15222384,3259583372575000.0,329099,3705643,0.2434
2020-08-10,RELIANCE,EQ,2146.45,2159.1,2165.0,2108.1,2121.6,2119.85,2136.58,12441939,2658316111875000.0,300073,2893247,0.2325
2020-08-11,RELIANCE,EQ,2119.85,2134.8,2160.0,2100.35,2132.85,2133.8,2133.3,21611359,4610343113635000.0,491594,4174558,0.1932
2020-08-12,RELIANCE,EQ,2133.8,2121.0,2145.0,2106.8,2126.55,2127.6,2129.79,13967529,2974785819340000.0,308155,2213804,0.1585
2020-08-13,RELIANCE,EQ,2127.6,2128.0,2138.9,2110.0,2125.8,2122.05,2122.69,11459251,2432447396920000.0,266729,3601994,0.3143
2020-08-14,RELIANCE,EQ,2122.05,2122.55,2157.0,2089.25,2112.0,2113.8,2129.96,15333759,3266026815155000.0,346390,2362119,0.154
2020-08-17,RELIANCE,EQ,2113.8,2105.0,2105.0,2070.1,2094.05,2091.35,2085.65,14297224,2981905466820000.0,324590,2115024,0.1479
2020-08-18,RELIANCE,EQ,2091.35,2085.0,2134.3,2082.35,2120.2,2118.55,2118.58,14097932,2986753754870000.0,281219,2559498,0.1816
2020-08-19,RELIANCE,EQ,2118.55,2141.0,2154.0,2121.35,2137.0,2131.55,2137.37,15731409,3362380759855000.0,288995,2518453,0.16010000000000002
2020-08-20,RELIANCE,EQ,2131.55,2120.0,2123.9,2088.0,2098.6,2097.05,2109.01,10402292,2193850443584999.8,267102,2363592,0.22719999999999999
2020-08-21,RELIANCE,EQ,2097.05,2118.0,2122.0,2077.0,2084.75,2081.85,2096.99,11667281,2446620811950000.0,296981,2236600,0.1917
2020-08-24,RELIANCE,EQ,2081.85,2091.4,2104.5,2070.5,2099.95,2095.75,2090.25,15099030,3156070978610000.0,323471,2697292,0.1786
2020-08-25,RELIANCE,EQ,2095.75,2106.0,2111.3,2078.0,2082.0,2082.1,2089.41,8947709,1869543404115000.2,202929,2014450,0.22510000000000002
2020-08-26,RELIANCE,EQ,2082.1,2085.0,2147.95,2047.0,2133.7,2137.3,2102.41,27631028,5809174744685000.0,533755,6707265,0.2427
2020-08-27,RELIANCE,EQ,2137.3,2148.0,2150.0,2103.25,2108.1,2110.6,2126.98,12962139,2757018576010000.0,297474,3408902,0.263
2020-08-28,RELIANCE,EQ,2110.6,2120.0,2132.9,2106.25,2116.0,2116.15,2118.85,12537684,2656545293410000.0,267973,2828812,0.2256
2020-08-31,RELIANCE,EQ,2116.15,2174.0,2174.0,2060.35,2070.0,2080.7,2118.64,28649141,6069721668885000.0,541760,7212259,0.25170000000000003
2020-09-01,RELIANCE,EQ,2080.7,2100.0,2122.4,2062.4,2092.0,2087.25,2091.83,17821488,3727952146450000.0,327904,4956555,0.2781
2020-09-02,RELIANCE,EQ,2087.25,2092.0,2138.0,2085.0,2128.55,2128.2,2119.29,12437209,2635805679285000.0,281041,3376204,0.2715
2020-09-03,RELIANCE,EQ,2128.2,2128.0,2138.75,2103.0,2114.0,2112.1,2112.86,8577741,1812358603030000.0,219117,3249170,0.3788
2020-09-04,RELIANCE,EQ,2112.1,2083.55,2096.95,2072.2,2080.0,2077.25,2084.73,13141705,2739693657055000.0,365456,5968727,0.45420000000000005
2020-09-07,RELIANCE,EQ,2077.25,2084.0,2105.75,2044.25,2099.6,2082.65,2071.8,10119099,2096470749900000.0,255801,2619452,0.2589
2020-09-08,RELIANCE,EQ,2082.65,2092.0,2121.0,2080.5,2103.1,2107.1,2108.01,12643762,2665323981640000.0,287150,2734033,0.2162
2020-09-09,RELIANCE,EQ,2107.1,2085.0,2167.8,2081.45,2163.55,2161.35,2136.84,25526055,5454504444100000.0,531323,5716097,0.22390000000000002
2020-09-10,RELIANCE,EQ,2161.35,2183.1,2344.95,2175.35,2319.0,2314.0,2275.51,64751766,1.4734336314235e+16,1233053,12172158,0.188
